"文件","起始行","结束行","符号","类型","作用"
"components/research-tool-panel.tsx","25","28","导入@25","导入","引入本文件依赖"
"components/research-tool-panel.tsx","29","32","导入@29","导入","引入本文件依赖"
"components/research-tool-panel.tsx","34","69","ResearchToolPanelProps","类型","定义 ResearchToolPanelProps 的数据契约"
"components/research-tool-panel.tsx","71","75","pdfState","函数","实现 pdfState 的调用与控制流程"
"components/research-tool-panel.tsx","77","82","isPdfFile","函数","实现 isPdfFile 的调用与控制流程"
"components/research-tool-panel.tsx","84","96","localFileKind","函数","实现 localFileKind 的调用与控制流程"
"components/research-tool-panel.tsx","98","109","localFileTypeLabel","函数","实现 localFileTypeLabel 的调用与控制流程"
"components/research-tool-panel.tsx","99","107","labels","变量","保存或计算 labels 所需的数据"
"components/research-tool-panel.tsx","111","115","localFileExtension","函数","实现 localFileExtension 的调用与控制流程"
"components/research-tool-panel.tsx","117","129","localFileReadBlockReason","函数","实现 localFileReadBlockReason 的调用与控制流程"
"components/research-tool-panel.tsx","131","900","ResearchToolPanel","函数","实现 ResearchToolPanel 的调用与控制流程"
"components/research-tool-panel.tsx","179","179","函数@179","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","181","184","acceptFiles","变量","保存或计算 acceptFiles 所需的数据"
"components/research-tool-panel.tsx","181","184","函数@181","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","189","189","函数@189","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","190","190","函数@190","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","193","193","函数@193","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","198","205","toggleExpandedLocalFolder","变量","保存或计算 toggleExpandedLocalFolder 所需的数据"
"components/research-tool-panel.tsx","198","205","函数@198","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","199","204","函数@199","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","207","216","函数@207","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","209","209","close","变量","保存或计算 close 所需的数据"
"components/research-tool-panel.tsx","209","209","函数@209","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","212","215","函数@212","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","220","251","runTask","变量","保存或计算 runTask 所需的数据"
"components/research-tool-panel.tsx","220","251","函数@220","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","280","283","函数@280","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","287","287","函数@287","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","318","323","函数@318","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","324","329","函数@324","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","330","334","函数@330","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","335","340","函数@335","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","400","400","函数@400","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","410","457","函数@410","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","414","420","函数@414","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","444","444","函数@444","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","488","488","函数@488","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","496","496","函数@496","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","503","503","函数@503","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","511","511","函数@511","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","521","522","函数@521","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","539","717","函数@539","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","541","541","函数@541","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","542","543","函数@542","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","553","561","函数@553","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","566","567","函数@566","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","581","581","函数@581","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","582","583","函数@582","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","596","596","函数@596","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","611","611","函数@611","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","631","712","函数@631","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","641","650","函数@641","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","654","654","函数@654","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","668","668","函数@668","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","669","669","函数@669","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","682","682","函数@682","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","696","696","函数@696","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","728","743","函数@728","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","732","732","函数@732","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","766","766","函数@766","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","772","772","函数@772","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","779","779","函数@779","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","786","787","函数@786","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","795","798","函数@795","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","807","810","函数@807","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","817","820","函数@817","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","831","835","函数@831","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","843","843","函数@843","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","850","850","函数@850","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","857","858","函数@857","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","866","867","函数@866","函数","实现 匿名逻辑 的调用与控制流程"
"components/research-tool-panel.tsx","875","878","函数@875","函数","实现 匿名逻辑 的调用与控制流程"
"components/scholar-extension-entry.tsx","3","3","导入@3","导入","引入本文件依赖"
"components/scholar-extension-entry.tsx","4","4","导入@4","导入","引入本文件依赖"
"components/scholar-extension-entry.tsx","38","175","ScholarExtensionEntry","函数","实现 ScholarExtensionEntry 的调用与控制流程"
"components/scholar-extension-entry.tsx","62","62","函数@62","函数","实现 匿名逻辑 的调用与控制流程"
"components/scholar-extension-entry.tsx","69","69","函数@69","函数","实现 匿名逻辑 的调用与控制流程"
"components/scholar-extension-entry.tsx","85","89","函数@85","函数","实现 匿名逻辑 的调用与控制流程"
"components/scholar-extension-entry.tsx","116","116","函数@116","函数","实现 匿名逻辑 的调用与控制流程"
"components/scholar-extension-entry.tsx","130","144","函数@130","函数","实现 匿名逻辑 的调用与控制流程"
"components/scholar-extension-entry.tsx","157","157","函数@157","函数","实现 匿名逻辑 的调用与控制流程"
"components/sidebar.tsx","3","20","导入@3","导入","引入本文件依赖"
"components/sidebar.tsx","21","27","导入@21","导入","引入本文件依赖"
"components/sidebar.tsx","28","28","导入@28","导入","引入本文件依赖"
"components/sidebar.tsx","29","33","导入@29","导入","引入本文件依赖"
"components/sidebar.tsx","34","34","导入@34","导入","引入本文件依赖"
