"文件","行号","所在符号","行类型","作用","代码摘要"
"app/api/chat/route.ts","1673","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","effectiveToolPlan.needsUserDecision &&"
"app/api/chat/route.ts","1674","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","effectiveToolPlan.confirmationQuestion"
"app/api/chat/route.ts","1675","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法",") {"
"app/api/chat/route.ts","1676","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","await documentTrace?.cancel(""waiting_for_user_decision"", {"
"app/api/chat/route.ts","1677","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","reasonCode: ""tool_plan_requires_user_decision"","
"app/api/chat/route.ts","1678","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","questionChars: effectiveToolPlan.confirmationQuestion.length,"
"app/api/chat/route.ts","1679","start","结构结束","结束当前语句、对象或作用域；属于“start”方法","});"
"app/api/chat/route.ts","1680","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","controller.enqueue("
"app/api/chat/route.ts","1681","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","encodeChatStreamEvent({"
"app/api/chat/route.ts","1682","start","数据契约","定义结构化数据、状态或枚举约束；属于“start”方法","type: ""text"","
"app/api/chat/route.ts","1683","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","delta: ["
"app/api/chat/route.ts","1684","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","""我需要先确认一下，避免调用错工具："","
"app/api/chat/route.ts","1685","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法",""""","
"app/api/chat/route.ts","1686","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","effectiveToolPlan.confirmationQuestion,"
"app/api/chat/route.ts","1687","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","].join(""\n""),"
"app/api/chat/route.ts","1688","start","结构结束","结束当前语句、对象或作用域；属于“start”方法","}),"
"app/api/chat/route.ts","1689","start","结构结束","结束当前语句、对象或作用域；属于“start”方法",");"
"app/api/chat/route.ts","1690","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","controller.close();"
"app/api/chat/route.ts","1691","start","返回结果","结束当前作用域并向调用方返回值；属于“start”方法","return;"
"app/api/chat/route.ts","1692","start","结构结束","结束当前语句、对象或作用域；属于“start”方法","}"
"app/api/chat/route.ts","1693","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","controller.enqueue("
"app/api/chat/route.ts","1694","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","encodeChatStreamEvent({"
"app/api/chat/route.ts","1695","start","数据契约","定义结构化数据、状态或枚举约束；属于“start”方法","type: ""status"","
"app/api/chat/route.ts","1696","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","message: shouldGenerateImage"
"app/api/chat/route.ts","1697","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","? ""正在调用 GPT Image 生成高质量科研图片"""
"app/api/chat/route.ts","1698","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法",": taskRoute.status,"
"app/api/chat/route.ts","1699","start","结构结束","结束当前语句、对象或作用域；属于“start”方法","}),"
"app/api/chat/route.ts","1700","start","结构结束","结束当前语句、对象或作用域；属于“start”方法",");"
"app/api/chat/route.ts","1701","start","空行","分隔代码结构，提高可读性；属于“start”方法",""
"app/api/chat/route.ts","1702","start","条件分支","根据运行条件选择执行路径；属于“start”方法","if (shouldGenerateImage) {"
"app/api/chat/route.ts","1703","start","变量/计算","声明状态、配置或中间计算结果；属于“start”方法","const image = await generateResearchImage("
"app/api/chat/route.ts","1704","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","messages,"
"app/api/chat/route.ts","1705","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","user.id,"
"app/api/chat/route.ts","1706","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","request.signal,"
"app/api/chat/route.ts","1707","start","结构结束","结束当前语句、对象或作用域；属于“start”方法",");"
"app/api/chat/route.ts","1708","start","变量/计算","声明状态、配置或中间计算结果；属于“start”方法","const imagePath = createGeneratedImagePath(user.id);"
"app/api/chat/route.ts","1709","start","变量/计算","声明状态、配置或中间计算结果；属于“start”方法","const { error: uploadError } = await supabase.storage"
"app/api/chat/route.ts","1710","start","外部调用/数据访问","调用网络接口、数据库或外部服务；属于“start”方法",".from(CHAT_ATTACHMENTS_BUCKET)"
"app/api/chat/route.ts","1711","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法",".upload(imagePath, image.buffer, {"
"app/api/chat/route.ts","1712","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","contentType: image.mimeType,"
"app/api/chat/route.ts","1713","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","upsert: false,"
"app/api/chat/route.ts","1714","start","结构结束","结束当前语句、对象或作用域；属于“start”方法","});"
"app/api/chat/route.ts","1715","start","空行","分隔代码结构，提高可读性；属于“start”方法",""
"app/api/chat/route.ts","1716","start","条件分支","根据运行条件选择执行路径；属于“start”方法","if (uploadError) {"
"app/api/chat/route.ts","1717","start","错误终止","在约束不满足时中止当前流程；属于“start”方法","throw new Error(`图片保存失败：${uploadError.message}`);"
"app/api/chat/route.ts","1718","start","结构结束","结束当前语句、对象或作用域；属于“start”方法","}"
"app/api/chat/route.ts","1719","start","空行","分隔代码结构，提高可读性；属于“start”方法",""
"app/api/chat/route.ts","1720","start","变量/计算","声明状态、配置或中间计算结果；属于“start”方法","const imageUrl = generatedImageUrl(imagePath);"
"app/api/chat/route.ts","1721","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","controller.enqueue("
"app/api/chat/route.ts","1722","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","encodeChatStreamEvent({"
"app/api/chat/route.ts","1723","start","数据契约","定义结构化数据、状态或枚举约束；属于“start”方法","type: ""text"","
"app/api/chat/route.ts","1724","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","delta:"
"app/api/chat/route.ts","1725","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","""已生成一张 GPT Image 科研图片。你可以直接预览，也可以下载 PNG 后放入 PPT 或 Word。\n\n"","
"app/api/chat/route.ts","1726","start","结构结束","结束当前语句、对象或作用域；属于“start”方法","}),"
"app/api/chat/route.ts","1727","start","结构结束","结束当前语句、对象或作用域；属于“start”方法",");"
"app/api/chat/route.ts","1728","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","controller.enqueue("
"app/api/chat/route.ts","1729","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","encodeChatStreamEvent({"
"app/api/chat/route.ts","1730","start","数据契约","定义结构化数据、状态或枚举约束；属于“start”方法","type: ""generated_image"","
"app/api/chat/route.ts","1731","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","image: {"
"app/api/chat/route.ts","1732","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","title: ""ResearchGPT AI 生成图片"","
"app/api/chat/route.ts","1733","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","imageUrl,"
"app/api/chat/route.ts","1734","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","downloadUrl: `${imageUrl}&download=1`,"
"app/api/chat/route.ts","1735","start","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“start”方法","model: image.model,"
